ID 7.3.5.2 2.56.1.2 3.1.8.1 3.1.8.3 1.27.1.1 1.27.1.2 3.42.1.1 1.45.1.2 1.4.1.1 2.9.1.2 1.4.1.2 2.9.1.3 1.4.1.3 2.44.1.2 2.9.1.4 3.42.1.5 3.2.1.2 3.42.1.8 3.2.1.3 3.2.1.4 3.2.1.5 3.2.1.6 2.28.1.1 3.3.1.2 3.2.1.7 2.28.1.3 3.3.1.5 7.3.10.1 3.32.1.11 3.32.1.13 7.3.6.1 7.3.6.2 7.3.6.4 2.38.4.1 2.1.1.1 2.1.1.2 3.32.1.1 2.38.4.3 2.1.1.3 2.1.1.4 2.38.4.5 2.1.1.5 7.39.1.2 2.52.1.2 7.39.1.3 1.36.1.2 3.32.1.8 1.36.1.5 7.41.5.1 7.41.5.2 1.41.1.2 2.5.1.1 2.5.1.3 1.41.1.5
d1baza_ 4 4 2 2 2 4 2 1 2 2 4 2 2 4 2 4 2 2 2 2 4 2 4 2 2 2 2 4 2 2 4 4 2 4 2 4 2 2 2 2 2 2 2 4 4 2 2 4 4 4 4 4 2 2
d1bazb_ 4 4 2 2 4 4 2 1 4 4 2 4 2 4 2 4 2 2 2 2 2 2 4 4 4 2 4 4 2 2 2 4 2 2 2 2 4 4 2 4 4 2 2 2 2 2 2 4 2 4 2 2 2 2
d1bazc_ 2 4 2 2 4 4 2 1 4 4 2 2 2 4 2 2 4 2 2 4 2 2 4 4 2 2 4 4 2 2 2 4 2 2 4 2 2 4 2 2 2 2 2 2 2 4 4 2 2 2 2 2 2 2
d1bazd_ 4 2 2 4 2 4 2 1 2 4 2 4 2 4 4 2 4 2 2 4 2 2 4 2 2 4 2 4 2 2 2 4 4 2 2 2 2 2 2 2 4 2 4 2 4 4 4 4 2 2 2 4 4 4
d1bdta_ 2 2 2 2 2 2 4 1 2 2 2 2 2 4 4 4 2 4 2 2 2 2 4 2 2 2 4 4 2 2 2 4 2 2 2 2 2 2 2 4 2 2 2 2 2 2 2 4 4 4 4 4 2 4
d1bdtb_ 2 2 4 2 2 4 2 1 2 4 2 2 2 4 2 4 2 2 2 4 2 2 4 2 2 4 4 2 2 2 2 4 2 2 4 2 4 2 2 2 2 2 2 2 4 4 2 4 4 2 2 2 2 4
d1bdtc_ 2 4 2 2 2 2 2 1 2 2 2 2 2 4 4 2 2 2 2 2 2 4 2 4 2 2 2 4 2 2 4 2 2 4 2 2 2 4 2 2 2 2 2 4 2 2 2 4 4 4 2 2 2 2
d1bdtd_ 2 2 2 4 2 4 2 1 2 2 4 2 2 4 2 4 2 2 2 2 2 2 4 2 2 2 4 4 2 2 2 4 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 4 4 2 4
d1bdva_ 4 2 4 2 2 4 2 1 2 4 2 2 2 4 4 4 2 2 2 4 2 4 2 4 2 2 2 4 2 2 4 4 2 4 4 2 2 4 2 2 2 2 2 2 4 2 4 2 2 2 2 2 4 4
d1bdvb_ 2 4 4 2 4 2 4 1 4 2 2 2 2 4 2 2 4 2 2 2 2 2 4 4 2 2 2 4 2 2 2 4 2 2 2 4 2 2 2 4 2 2 2 2 2 2 4 4 2 2 2 2 2 4
d1bdvc_ 4 2 2 2 2 4 2 1 4 2 4 4 4 4 2 4 4 2 2 2 2 4 2 2 2 2 4 4 2 4 2 4 2 2 2 2 2 2 2 4 4 2 2 2 2 2 2 4 2 4 2 2 4 2
d1bdvd_ 4 4 4 4 2 4 2 1 4 4 2 4 2 4 4 4 4 2 2 2 2 2 4 2 2 2 4 4 2 2 2 2 2 4 2 2 4 2 2 2 4 2 2 2 2 2 2 4 4 4 2 2 2 4
d1myka_ 2 2 4 4 2 2 2 1 2 4 2 2 2 4 4 2 2 2 2 2 2 2 2 2 2 2 2 4 2 2 4 4 2 2 2 2 2 4 2 2 4 2 2 2 4 2 2 4 2 4 2 4 4 2
d1mykb_ 2 4 2 2 2 2 2 1 2 2 2 4 2 4 4 4 4 2 2 2 2 2 4 2 4 2 4 4 2 2 2 4 2 2 2 2 2 2 4 2 2 2 2 2 4 2 4 4 4 4 2 2 2 4
d1myla_ 2 2 4 2 2 4 2 1 4 2 2 2 4 4 2 2 2 2 2 2 2 2 4 2 2 2 2 4 2 2 2 2 4 2 2 2 2 2 2 2 2 2 4 2 2 2 4 4 2 2 2 4 2 4
d1mylb_ 2 2 2 4 2 4 2 1 2 2 2 2 2 4 2 4 2 2 2 2 2 2 2 2 2 2 4 4 2 2 2 2 2 2 2 2 2 2 2 2 4 2 2 2 2 2 2 2 2 4 2 2 4 2
d1mylc_ 4 4 4 4 2 2 2 1 4 2 2 4 2 4 4 2 2 2 2 2 4 2 4 2 2 2 4 4 2 2 4 2 2 2 2 2 2 4 4 2 2 2 4 2 2 2 2 4 2 2 2 2 2 4
d1myld_ 2 4 2 2 2 2 2 1 2 4 2 2 2 4 2 4 2 2 4 2 2 2 4 4 2 2 2 4 2 2 2 4 2 4 2 2 2 2 2 2 2 2 2 4 2 2 2 4 2 2 2 4 2 2
d1myle_ 2 2 2 2 4 2 2 1 2 2 2 2 4 4 2 2 2 2 2 4 2 2 4 2 2 2 4 4 2 2 2 2 2 2 2 2 2 2 2 4 2 2 2 2 2 2 2 4 2 2 2 2 2 4
d1mylf_ 2 2 4 2 2 2 4 1 2 2 2 2 2 2 2 2 4 2 4 2 2 2 4 2 2 2 2 4 2 4 2 4 2 2 2 2 4 2 2 2 4 2 2 2 2 2 2 4 2 4 2 4 4 4
d1para_ 2 4 4 4 2 4 2 1 2 2 4 2 2 4 2 2 2 2 2 2 2 2 4 2 2 2 4 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 2 4 2 2 2 4
d1parb_ 2 2 2 2 4 2 2 1 2 2 2 2 2 4 2 2 2 2 2 2 2 4 4 2 2 2 2 2 2 2 4 2 2 2 2 2 2 4 2 2 2 2 2 2 2 2 4 4 4 4 2 2 2 2
d1parc_ 2 2 2 4 4 4 2 1 2 2 2 2 2 4 2 2 2 4 4 2 2 2 4 2 2 2 4 4 2 2 2 2 2 2 2 2 2 2 2 4 2 4 2 2 2 2 2 4 4 4 2 2 4 2
d1pard_ 4 2 2 4 2 4 2 1 2 2 2 2 2 4 2 2 4 4 2 4 2 2 4 2 2 2 4 4 2 4 2 2 2 2 2 4 2 2 2 2 2 4 4 2 2 2 2 4 2 2 2 2 2 2
d1qtga_ 2 2 2 2 2 2 4 1 2 4 2 2 2 4 4 2 2 2 2 2 2 2 4 2 2 2 2 4 2 4 2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 4 4 2 2 2 4
d1qtgb_ 4 2 2 2 2 2 2 1 2 2 2 2 2 4 2 4 2 2 2 4 2 2 4 2 2 2 2 4 2 2 2 2 2 2 2 4 4 2 2 2 2 2 2 2 2 2 2 4 4 2 2 2 2 4
d1mnta_ 4 4 2 4 2 2 2 1 2 2 4 2 2 4 4 2 2 4 2 2 2 2 2 2 2 2 4 4 2 2 4 2 2 2 2 2 2 2 2 2 2 2 2 2 4 2 2 4 4 4 2 2 2 4
d1b01a_ 4 4 2 2 2 2 2 3 4 4 2 2 2 4 2 4 2 2 2 2 2 2 2 2 2 2 4 4 2 2 2 4 2 4 2 4 2 2 2 2 2 2 2 2 2 2 2 4 4 2 2 2 2 4
d1b01b_ 2 2 2 4 2 2 2 3 4 4 2 2 2 4 4 2 2 2 2 2 4 2 4 2 2 2 2 4 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 2 2 2 2 4 4 2 4 4 2 2
d2cpga_ 2 2 2 4 2 2 4 3 4 4 2 2 2 4 2 2 2 2 2 2 2 2 4 2 2 2 4 4 2 4 2 2 2 2 4 2 4 2 2 2 2 2 2 4 4 2 2 4 4 2 2 2 2 4
d2cpgb_ 2 2 2 4 2 4 2 3 2 2 2 2 2 4 2 4 2 2 2 2 2 2 4 2 2 2 4 2 4 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 2 2 2 2 4 4
d2cpgc_ 4 2 2 4 2 4 2 3 4 4 2 2 4 4 2 2 4 2 2 2 2 4 4 2 2 2 4 2 4 2 2 4 2 2 2 2 2 4 2 2 2 2 2 2 4 2 2 4 4 4 2 4 2 2
d1cmba_ 2 2 2 2 4 2 4 3 2 2 4 4 2 4 2 2 4 2 2 2 2 2 4 2 2 2 2 4 2 2 2 2 2 4 4 2 2 2 4 2 2 2 2 2 2 2 4 4 2 2 2 2 2 2
d1fvka1 2 4 4 2 4 2 2 2 4 4 4 2 4 4 4 2 2 2 2 2 2 2 4 2 2 2 4 4 2 4 2 4 2 2 2 2 2 2 4 2 2 4 2 2 4 2 2 4 4 4 2 2 4 2
d1bed_1 4 4 2 4 2 4 4 2 2 2 2 2 2 4 4 2 4 2 2 2 2 2 2 2 2 2 4 4 2 4 2 4 2 2 4 2 2 2 2 2 4 2 2 2 2 2 2 4 2 4 2 2 4 2
d1glqa1 4 4 4 2 2 4 2 2 4 2 2 2 2 4 4 4 4 2 4 2 2 2 4 2 2 2 2 4 4 2 2 4 2 2 2 2 2 4 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
d2gsta1 2 2 2 4 2 2 2 2 2 2 2 2 2 4 4 4 2 2 4 2 2 2 4 2 2 2 2 4 2 2 2 4 2 2 2 4 2 2 2 2 2 4 4 2 4 2 2 4 4 2 2 4 2 2
d1gsea1 4 4 2 4 2 2 2 2 2 4 2 2 2 2 2 2 4 2 4 2 2 2 4 2 2 2 4 4 2 2 2 2 4 2 2 2 2 2 2 2 2 2 2 4 2 4 2 4 4 2 4 2 4 4
d1ljra1 4 2 2 2 2 4 2 2 2 4 2 2 2 2 2 2 4 2 2 2 2 2 4 4 2 2 4 2 2 2 2 2 4 2 2 2 2 2 4 2 4 2 2 2 4 2 2 2 2 2 2 2 4 4
d1pd211 4 2 2 2 2 2 4 2 4 2 4 4 2 4 2 2 2 2 2 2 2 2 2 2 2 2 2 4 2 4 2 2 2 2 2 2 4 2 2 4 2 2 4 2 2 2 2 2 4 2 2 2 2 2
d2gsq_1 2 4 2 4 4 2 4 2 2 4 4 2 2 4 4 4 2 4 2 2 2 2 4 4 2 4 4 4 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 2 2 4 2 4 4 2 2 4 2 4
d1duga1 2 2 2 4 4 2 2 2 4 2 2 2 2 4 2 4 2 2 2 2 2 4 4 2 2 2 2 4 2 2 2 4 2 2 2 2 2 4 2 2 2 2 2 2 4 4 2 4 2 4 2 2 2 2
d1gnwa1 2 2 4 4 4 2 4 2 2 2 2 2 2 4 4 2 2 2 2 2 2 2 4 2 2 2 4 4 2 4 2 2 2 4 2 4 2 4 2 2 2 2 2 4 2 2 2 2 2 4 2 4 2 4
d1aw9_1 2 4 2 4 2 2 2 2 2 4 2 2 2 4 2 2 2 2 2 2 2 2 4 4 2 2 4 4 2 2 2 2 2 2 2 2 2 2 4 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2
d1a0fa1 2 2 2 2 2 2 4 2 2 4 2 2 2 2 2 4 2 2 2 4 2 4 4 2 2 2 4 2 2 2 2 2 4 2 4 2 2 2 4 2 2 2 2 2 4 2 2 2 2 2 2 4 4 4
d1f2ea1 2 2 2 2 2 2 2 2 2 2 2 2 4 4 2 2 2 2 4 2 2 4 4 2 2 2 2 4 2 2 4 2 2 4 2 2 2 2 2 2 2 2 2 2 4 2 2 2 2 2 2 4 2 2
d1bmta1 2 4 2 2 2 2 2 2 4 2 2 2 2 4 2 2 2 2 4 2 2 2 2 4 2 2 2 4 2 2 2 2 2 4 2 2 2 2 2 4 4 2 4 2 4 4 2 4 4 2 2 2 2 2
d2tpt_1 4 4 2 4 2 2 2 2 2 4 2 4 2 4 2 4 2 2 2 4 4 2 2 2 2 4 4 4 2 2 2 2 2 2 4 2 4 4 2 2 2 2 4 4 4 2 2 2 4 4 2 4 2 4
d1brwa1 4 4 4 2 4 4 4 2 4 4 2 2 2 4 2 2 4 2 2 2 2 2 4 2 2 4 4 2 4 2 2 2 2 2 2 2 2 2 2 2 2 2 4 2 4 2 2 4 4 4 2 2 2 4
d1bg1a1 4 2 4 2 4 4 4 2 2 4 2 2 2 4 2 2 2 4 2 2 2 2 2 4 2 2 2 4 2 2 2 4 2 2 4 2 2 2 2 2 4 2 2 2 2 2 2 4 2 2 2 2 2 4
d1ez3a_ 4 4 2 2 2 2 2 2 4 2 2 4 2 4 2 2 2 4 2 2 2 2 4 2 2 2 4 4 2 2 4 4 2 2 2 2 2 2 2 2 2 2 2 4 2 2 4 2 4 4 2 4 2 4
d2cbla2 4 4 2 4 2 4 2 2 2 2 2 2 2 4 2 2 2 4 2 2 2 2 4 4 2 2 2 4 2 2 4 4 2 2 2 2 2 2 2 2 4 4 2 4 2 4 2 4 2 4 2 2 4 2
d1de4c1 2 2 2 2 4 4 2 2 2 2 2 2 2 4 2 4 2 2 2 4 4 2 4 4 2 2 4 4 2 2 2 4 4 2 2 2 2 2 2 2 2 2 4 2 2 4 2 4 2 4 2 4 2 4
d1eo0a_ 2 4 4 4 2 2 2 2 2 2 2 2 2 4 2 2 4 2 2 2 2 2 2 2 2 2 4 4 2 2 2 4 2 2 2 2 2 2 2 4 2 2 2 2 2 2 2 4 2 2 2 2 2 2
d1cfaa_ 2 2 2 4 2 2 2 4 4 2 2 2 2 4 4 2 4 2 2 2 2 2 4 4 2 2 2 4 2 2 2 4 2 4 2 2 2 2 2 2 2 2 2 2 4 2 2 4 2 4 2 4 2 2
d1c5a__ 4 4 4 4 2 2 2 2 4 2 2 4 2 4 2 4 4 2 2 2 2 2 4 4 2 2 2 4 2 2 4 4 2 2 2 4 2 2 2 2 4 4 4 2 4 2 2 4 2 2 2 2 4 4
d2occh_ 2 4 2 2 2 2 2 2 4 2 2 2 2 4 4 2 2 2 2 2 2 2 4 4 4 2 2 4 2 2 4 2 2 4 2 2 2 2 2 4 4 2 4 2 4 2 2 2 4 4 2 2 2 4
d1hyp__ 2 2 4 2 2 2 2 2 4 2 2 2 2 4 2 2 2 2 2 4 4 2 4 2 2 2 2 4 4 2 2 2 4 4 2 2 2 2 2 2 2 2 2 2 4 2 2 4 2 4 2 4 4 4
d1rzl__ 2 2 4 2 2 2 4 2 2 2 2 2 2 4 2 2 2 2 2 2 2 4 2 2 2 2 2 4 2 2 2 4 2 2 2 4 2 2 2 4 4 2 2 4 2 4 2 2 4 2 2 2 2 4
d1hssa_ 4 4 2 4 2 2 2 2 4 4 2 2 4 4 2 2 2 2 2 2 2 2 4 2 2 2 4 4 2 2 2 4 2 2 4 2 2 2 2 4 4 2 2 4 4 2 2 4 2 4 2 2 4 2
d1bea__ 4 4 2 2 4 4 2 2 2 2 2 2 2 4 2 4 2 2 2 4 2 2 4 2 2 2 2 4 2 2 2 4 2 2 2 4 4 2 2 2 4 2 2 4 2 4 4 4 2 4 2 2 2 2
e1pnb.1a 2 4 4 2 2 2 2 2 2 2 2 2 2 4 2 4 2 4 4 2 2 2 4 2 2 2 2 4 2 2 2 2 2 2 2 2 2 4 2 2 2 2 2 2 2 2 4 2 2 2 4 4 4 2
e1pnb.1b 2 4 2 2 2 2 4 2 2 2 2 2 2 4 2 2 4 2 2 2 2 2 4 2 2 2 4 4 2 2 2 4 2 2 2 4 4 2 4 2 2 2 4 2 4 2 2 2 2 4 4 4 4 2
d1a1ua_ 4 2 2 4 4 2 2 2 4 2 2 2 2 2 2 4 2 2 2 2 2 2 4 2 2 2 2 4 2 2 2 4 2 2 2 4 2 2 2 4 2 2 2 2 2 2 4 2 2 2 2 2 4 4
d1a1uc_ 2 2 2 2 4 2 2 2 4 2 2 2 2 4 2 2 2 2 2 2 2 4 4 2 2 2 4 4 2 2 2 4 2 2 2 2 2 2 2 2 2 2 2 4 2 2 2 4 4 4 2 2 4 4
d1aie__ 2 4 2 4 2 2 2 4 2 4 2 2 2 4 2 2 4 2 2 2 2 2 4 2 2 2 2 4 2 2 2 2 2 4 2 2 2 2 2 2 4 4 4 2 2 2 2 4 2 4 2 2 2 4
d1c26a_ 2 4 2 2 2 2 2 2 4 2 2 2 2 4 2 2 4 2 2 2 2 2 4 2 2 2 4 4 2 2 4 2 2 2 2 2 2 4 2 2 2 2 2 4 2 4 4 4 2 2 2 2 2 2
d1olga_ 2 2 2 2 2 4 2 2 4 2 2 2 2 2 2 2 4 2 4 4 2 2 4 2 2 2 2 4 2 2 2 4 2 2 2 2 2 2 2 2 4 2 2 4 4 2 2 4 2 2 2 2 2 4
d1olgb_ 4 2 4 2 2 4 2 2 2 2 2 4 2 4 4 2 4 4 2 2 2 2 2 4 2 2 2 4 2 2 2 2 2 2 2 2 2 4 2 4 2 2 4 2 4 2 4 4 4 4 2 4 4 4
d1olgc_ 4 4 2 2 2 2 2 2 4 2 2 2 2 4 2 4 2 2 2 2 2 2 4 4 2 2 4 4 2 2 2 2 2 2 2 2 2 2 2 4 2 4 2 2 2 2 2 4 4 2 2 2 4 2
d1olgd_ 2 4 2 2 2 4 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 2 4 4 4 4 2 2 4 2 2 4 2 2 2 2 2 2 2 2 2 4 2 2 2 4 2 4 4 2 2 4
d1olha_ 2 2 4 2 2 4 4 2 2 2 2 2 2 4 2 4 2 2 2 4 2 2 2 2 2 2 4 4 2 2 2 2 2 2 2 2 2 4 2 4 4 2 2 4 2 2 2 4 4 2 2 4 2 4
d1olhb_ 4 2 2 2 2 4 2 2 2 2 2 2 4 4 4 2 2 2 4 2 2 4 4 2 2 2 2 4 2 2 2 4 2 2 2 2 2 2 2 2 2 2 2 4 2 2 2 4 2 2 2 2 2 4
d1olhc_ 2 4 4 2 2 4 2 2 4 4 2 2 2 4 4 2 2 2 4 2 2 2 4 4 2 2 2 4 2 4 2 4 2 2 4 2 2 2 2 2 2 4 2 2 2 2 2 4 4 2 2 2 2 2
d1olhd_ 2 2 4 4 2 2 2 4 2 4 2 2 2 2 2 4 2 2 4 2 2 2 2 2 2 2 4 4 2 2 2 4 2 2 4 2 2 2 2 2 4 2 2 4 2 2 2 4 4 4 2 2 2 4
d1pesa_ 2 2 2 2 4 2 2 2 2 2 2 2 2 4 2 4 2 2 2 2 2 2 4 4 2 2 2 4 2 2 2 2 2 2 2 2 2 4 2 4 2 2 4 2 2 2 2 4 4 4 2 2 4 4
d1pesb_ 4 2 4 4 4 4 2 2 4 2 2 2 2 2 2 2 2 4 2 4 2 2 4 2 4 2 2 4 2 2 4 4 4 2 4 2 2 2 2 2 2 2 2 2 4 2 2 4 2 2 2 4 4 2
d1pesc_ 2 2 2 4 2 2 2 4 4 4 2 2 2 4 2 4 2 2 2 2 2 2 4 2 4 2 2 4 2 4 2 2 2 4 2 2 2 2 2 2 4 2 2 2 2 2 2 4 2 2 2 2 2 4
d1pesd_ 4 4 2 2 4 2 2 2 2 4 4 4 2 4 2 2 4 2 2 2 2 4 4 2 2 2 4 4 2 2 2 2 2 2 2 2 2 2 2 2 4 2 2 2 4 2 2 2 2 2 2 4 4 4
d1peta_ 2 2 4 4 2 2 2 2 2 4 2 2 4 4 2 2 2 2 2 2 2 4 4 2 2 2 2 4 2 2 2 2 2 2 4 2 2 2 2 2 4 2 2 2 2 2 2 4 4 2 2 4 4 2
d1petb_ 2 4 2 4 2 2 2 2 2 2 2 2 2 4 2 2 4 2 2 2 2 2 4 2 2 2 4 4 2 2 4 4 2 2 2 2 4 4 2 2 2 2 2 4 2 2 2 4 4 2 2 4 4 2
d1petc_ 2 2 2 4 2 4 2 2 2 2 2 2 4 4 2 2 4 2 2 4 2 2 4 2 2 2 2 4 2 2 2 4 2 2 2 2 2 4 2 2 2 2 2 2 2 4 2 4 2 2 4 4 4 4
d1petd_ 2 2 2 2 4 4 2 2 2 4 2 4 4 4 4 2 4 2 2 4 2 2 4 2 2 2 2 2 2 2 4 4 2 2 2 2 2 4 2 2 2 2 2 2 4 2 2 4 2 2 2 2 4 2
d1saea_ 4 2 4 2 4 2 4 2 2 4 4 2 2 4 2 2 2 2 2 4 2 2 4 2 2 2 4 2 2 4 2 4 2 4 2 2 2 2 2 4 2 2 2 2 2 2 2 4 2 4 2 2 4 2
d1saeb_ 2 4 2 2 4 2 2 2 4 2 2 2 4 4 4 2 4 2 2 2 2 2 4 2 2 2 2 2 4 4 2 2 2 2 2 2 4 2 2 2 2 2 2 2 2 2 2 4 2 4 2 2 2 2
d1saec_ 2 4 2 2 2 4 2 2 2 4 2 2 2 4 2 2 2 2 2 2 2 2 4 2 2 2 2 4 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 2 2 2 2 2 2
d1saed_ 4 2 2 4 2 4 4 2 2 2 2 2 2 4 4 4 2 4 2 2 2 2 4 2 2 4 4 4 2 2 2 4 2 4 2 2 2 2 2 2 2 4 2 4 2 2 2 4 4 4 2 4 2 2
d1safa_ 2 2 2 4 2 2 2 4 2 4 2 2 2 4 4 2 4 2 2 2 2 2 2 2 2 4 4 4 2 2 2 4 2 2 4 2 2 2 2 2 2 4 4 2 4 4 2 4 4 2 2 2 2 2
d1safb_ 4 4 2 4 4 2 2 2 2 2 2 2 2 4 2 2 2 2 2 2 4 2 4 2 2 4 4 4 2 2 2 4 4 2 2 2 2 2 2 2 2 2 2 2 4 2 2 2 2 2 2 4 4 4
d1safc_ 2 2 2 2 2 2 4 2 4 4 2 2 2 4 2 2 4 2 2 2 4 2 4 2 2 2 2 4 2 2 2 2 2 2 2 4 2 2 2 4 2 4 2 2 2 4 4 4 4 4 2 4 2 4
d1safd_ 2 2 2 4 2 2 2 2 4 4 2 2 4 4 4 2 2 2 2 2 2 2 4 4 2 4 4 4 2 2 2 4 2 2 2 2 4 2 2 2 2 2 2 2 2 4 2 4 2 2 2 4 4 2
d1saga_ 2 2 2 4 2 2 2 2 2 4 2 2 2 4 2 2 2 2 2 2 2 2 4 2 2 2 4 4 2 2 4 4 2 2 2 2 2 2 2 2 2 2 4 2 2 4 4 2 4 2 2 2 4 2
d1sagb_ 2 4 2 4 4 2 2 2 2 2 2 2 2 4 2 2 4 4 2 2 4 2 2 4 2 4 4 4 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 2 2 2 2 4 4 4
d1sagc_ 2 2 2 4 2 4 4 2 2 4 2 2 4 2 2 2 2 2 4 2 2 2 2 2 2 2 2 4 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 4 2 2 4 2 2 2
d1sagd_ 2 4 2 2 2 4 2 2 4 2 4 2 2 4 2 2 2 2 2 2 2 2 4 4 2 2 4 4 2 2 2 4 2 2 2 2 2 2 2 4 2 2 4 2 4 2 2 4 2 2 2 2 2 2
d1saha_ 2 2 2 2 2 2 2 2 2 2 2 2 2 4 2 2 2 2 2 2 2 2 2 2 2 2 2 4 4 2 2 4 2 2 2 4 2 2 2 2 2 2 2 2 2 4 2 2 2 4 2 4 4 2
d1sahb_ 2 2 4 4 4 2 2 2 4 2 2 2 2 4 2 2 2 2 2 2 2 2 4 2 2 2 2 4 2 4 2 4 2 2 2 4 2 2 2 2 4 4 2 4 4 2 4 4 4 2 2 4 4 2
d1sahc_ 2 4 2 2 2 4 2 4 2 4 2 2 2 4 4 2 2 2 2 2 2 2 4 2 2 2 2 4 2 2 4 4 2 2 2 2 2 4 2 2 2 2 2 2 2 4 2 4 2 4 2 2 2 4
d1sahd_ 2 4 2 4 2 2 2 2 2 2 2 2 4 4 2 2 2 2 2 2 2 2 2 2 2 2 2 4 2 4 4 4 2 2 2 2 2 4 2 2 2 2 4 2 2 2 2 2 2 4 2 4 2 4
d1saia_ 4 4 2 4 2 2 2 2 4 2 2 2 2 4 4 4 4 2 2 2 2 2 4 2 2 2 4 2 2 4 4 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 2 4 2 4 4 2
d1saib_ 2 2 4 4 4 2 4 2 2 2 4 2 2 4 4 2 2 2 2 2 2 2 4 2 2 2 2 4 2 4 2 4 2 4 2 2 2 2 2 2 2 2 4 4 2 2 2 4 2 4 4 2 4 2
d1saic_ 2 4 4 2 2 2 2 2 2 4 2 2 4 4 2 2 2 4 2 2 2 2 4 2 2 2 2 4 2 2 2 4 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 4 4 2 2 4 4 4
d1said_ 2 4 2 2 2 4 2 2 4 2 2 2 2 4 2 2 4 2 2 2 2 2 4 4 2 2 2 4 2 4 2 4 2 2 2 2 2 2 4 2 2 2 2 4 2 2 2 2 4 2 2 4 2 4
d1saja_ 2 2 2 2 2 2 4 2 4 2 2 2 2 4 2 2 2 2 2 2 2 2 4 2 2 2 4 4 2 2 2 2 4 2 2 2 2 2 2 2 2 4 2 4 2 2 2 4 4 4 2 2 4 4
d1sajb_ 2 2 4 2 2 4 2 2 4 2 2 2 2 4 2 2 2 2 2 4 2 2 2 2 2 2 4 4 2 2 4 4 2 2 4 2 4 2 2 2 2 4 2 2 4 4 2 4 2 2 4 2 2 4
d1sajc_ 4 4 2 4 2 4 2 2 4 2 2 2 2 4 4 2 2 2 2 2 2 2 4 2 2 2 4 4 2 4 2 4 2 2 2 2 4 4 2 2 4 2 2 2 4 2 4 4 2 4 2 4 2 2
d1sajd_ 2 4 4 2 2 4 2 2 2 2 2 2 4 4 2 4 4 2 2 2 2 2 4 4 2 2 4 4 2 2 2 4 2 2 2 2 4 2 2 2 2 2 4 2 4 4 2 2 4 2 2 2 2 4
d1saka_ 2 2 2 2 4 4 2 2 4 2 4 2 2 4 2 2 2 2 2 2 2 2 4 2 2 2 2 4 2 2 4 2 2 2 2 2 2 2 2 2 4 2 2 2 2 4 2 2 2 4 2 2 2 2
d1sakb_ 4 2 2 2 2 2 4 2 2 4 2 2 2 4 2 4 2 2 2 2 2 2 4 2 4 2 4 4 4 2 2 2 2 2 2 2 2 4 4 2 2 4 4 2 2 2 4 4 4 4 2 2 2 4
d1sakc_ 2 4 2 2 2 4 4 2 2 4 2 2 2 4 2 2 2 2 2 2 2 2 4 2 2 2 4 4 2 2 4 2 2 2 2 2 2 4 2 2 4 2 2 4 2 2 2 4 4 2 2 2 4 2
d1sakd_ 2 2 4 2 2 2 2 4 2 2 4 2 2 4 4 4 4 2 2 2 2 4 4 2 2 2 2 4 2 2 4 4 2 2 2 4 2 2 2 2 2 2 2 4 2 2 4 4 4 2 2 2 4 2
d1sala_ 2 2 4 2 2 2 2 2 4 4 2 2 2 4 4 4 2 2 2 2 2 2 4 2 2 2 4 4 2 2 2 2 2 2 4 2 2 4 2 2 2 2 4 2 4 2 2 4 2 2 2 4 2 4
d1salb_ 2 4 2 2 2 2 2 2 4 2 2 2 4 4 2 2 2 2 2 2 2 2 4 2 2 2 2 4 2 2 4 2 4 2 2 2 2 2 2 4 2 4 2 2 4 2 2 4 2 4 2 2 2 2
d1salc_ 2 2 2 4 2 4 4 2 2 2 2 2 2 4 2 2 4 2 2 2 2 2 4 2 2 2 2 4 2 2 2 4 2 2 2 2 2 2 2 2 2 2 4 4 2 2 2 4 4 4 2 4 4 4
d1sald_ 4 2 4 4 4 2 2 2 4 2 4 2 2 4 4 2 2 2 2 2 2 2 4 2 2 2 2 4 4 2 2 4 2 4 2 4 2 4 2 2 4 2 2 2 2 2 2 2 2 2 2 2 4 2
d3saka_ 2 4 2 4 4 4 2 2 4 4 2 2 2 4 2 2 4 2 2 2 4 2 4 2 2 2 4 4 2 2 2 2 2 2 2 2 2 2 2 2 4 2 2 2 4 2 2 4 4 2 2 4 4 4
d3sakb_ 4 4 2 2 2 2 2 4 2 2 2 4 4 4 2 2 2 2 2 2 2 2 4 2 2 2 2 4 2 4 2 2 4 2 2 2 2 2 2 4 2 2 2 2 4 2 2 4 4 2 2 4 4 2
